king_kor,king_eng,city_ID_t,city_kor_t,city_eng_t,city_color_t,long_t,lat_t,city_ID_s,city_kor_s,city_eng_s,city_color_s,long_s,lat_s,count
성종,Seongjong,21,선산,Seonsan,#F35D17,128.301303,36.262579,21,선산,Seonsan,#F35D17,128.301303,36.262579,1
성종,Seongjong,1,정주,Jeongju,#70C459,125.206375,39.68846,5,경주,Gyeongju,#F32817,129.220572,35.833987,6
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,1,정주,Jeongju,#70C459,125.206375,39.68846,35
목종,Mokjong,1,정주,Jeongju,#70C459,125.206375,39.68846,1,정주,Jeongju,#70C459,125.206375,39.68846,5
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,2,나주,Naju,#F31735,126.718034,34.987771,11
목종,Mokjong,2,나주,Naju,#F31735,126.718034,34.987771,2,나주,Naju,#F31735,126.718034,34.987771,6
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,3,충주,Chungju,#7117F3,127.898682,36.985383,40
목종,Mokjong,3,충주,Chungju,#7117F3,127.898682,36.985383,3,충주,Chungju,#7117F3,127.898682,36.985383,6
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,4,황주,Hwangju,#69DE82,125.77577,38.669308,46
목종,Mokjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,4,황주,Hwangju,#69DE82,125.77577,38.669308,13
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,5,경주,Gyeongju,#F32817,129.220572,35.833987,29
목종,Mokjong,5,경주,Gyeongju,#F32817,129.220572,35.833987,5,경주,Gyeongju,#F32817,129.220572,35.833987,9
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,6,명주,Myeongju,#DEC069,128.896978,37.788721,4
목종,Mokjong,6,명주,Myeongju,#DEC069,128.896978,37.788721,6,명주,Myeongju,#DEC069,128.896978,37.788721,2
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,7,평주,Pyeongju,#69DCDE,126.408036,38.329214,9
목종,Mokjong,7,평주,Pyeongju,#69DCDE,126.408036,38.329214,7,평주,Pyeongju,#69DCDE,126.408036,38.329214,10
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,8,진주,Jinju,#F31764,128.081181,35.191929,10
목종,Mokjong,8,진주,Jinju,#F31764,128.081181,35.191929,8,진주,Jinju,#F31764,128.081181,35.191929,4
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,9,홍주,Hongju,#7E17F3,126.654899,36.621606,2
목종,Mokjong,9,홍주,Hongju,#7E17F3,126.654899,36.621606,9,홍주,Hongju,#7E17F3,126.654899,36.621606,1
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,10,합주,Hapju,#F31788,128.10602,35.546972,2
목종,Mokjong,10,합주,Hapju,#F31788,128.10602,35.546972,10,합주,Hapju,#F31788,128.10602,35.546972,1
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,11,광주,Gwangju,#1732F3,127.271336,37.404627,6
목종,Mokjong,11,광주,Gwangju,#1732F3,127.271336,37.404627,11,광주,Gwangju,#1732F3,127.271336,37.404627,3
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,12,승주,Seungju,#F31746,127.400603,35.026826,7
목종,Mokjong,12,승주,Seungju,#F31746,127.400603,35.026826,12,승주,Seungju,#F31746,127.400603,35.026826,3
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,13,춘주,Chunju,#DECB69,127.754494,37.873067,2
목종,Mokjong,13,춘주,Chunju,#DECB69,127.754494,37.873067,13,춘주,Chunju,#DECB69,127.754494,37.873067,1
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,14,동주,Dongju,#69DEC2,126.16976,38.426495,3
목종,Mokjong,14,동주,Dongju,#69DEC2,126.16976,38.426495,14,동주,Dongju,#69DEC2,126.16976,38.426495,2
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,16,신주,Sinju,#69DEA7,125.48408,38.357103,2
목종,Mokjong,16,신주,Sinju,#69DEA7,125.48408,38.357103,16,신주,Sinju,#69DEA7,125.48408,38.357103,1
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,17,의성,Uiseong,#F33F17,128.64861,36.292603,3
목종,Mokjong,17,의성,Uiseong,#F33F17,128.64861,36.292603,17,의성,Uiseong,#F33F17,128.64861,36.292603,3
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,18,해평,Haepyeong,#F37417,128.419557,36.239348,2
목종,Mokjong,18,해평,Haepyeong,#F37417,128.419557,36.239348,18,해평,Haepyeong,#F37417,128.419557,36.239348,1
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,44
목종,Mokjong,2,나주,Naju,#F31735,126.718034,34.987771,8,진주,Jinju,#F31764,128.081181,35.191929,9
목종,Mokjong,2,나주,Naju,#F31735,126.718034,34.987771,11,광주,Gwangju,#1732F3,127.271336,37.404627,6
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,19,청주,Cheongju,#9C17F3,127.509353,36.652229,10
목종,Mokjong,2,나주,Naju,#F31735,126.718034,34.987771,19,청주,Cheongju,#9C17F3,127.509353,36.652229,9
목종,Mokjong,19,청주,Cheongju,#9C17F3,127.509353,36.652229,19,청주,Cheongju,#9C17F3,127.509353,36.652229,5
목종,Mokjong,2,나주,Naju,#F31735,126.718034,34.987771,5,경주,Gyeongju,#F32817,129.220572,35.833987,3
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,20,상주,Sangju,#AD17F3,128.166729,36.412928,4
목종,Mokjong,3,충주,Chungju,#7117F3,127.898682,36.985383,12,승주,Seungju,#F31746,127.400603,35.026826,6
목종,Mokjong,3,충주,Chungju,#7117F3,127.898682,36.985383,20,상주,Sangju,#AD17F3,128.166729,36.412928,4
목종,Mokjong,12,승주,Seungju,#F31746,127.400603,35.026826,20,상주,Sangju,#AD17F3,128.166729,36.412928,6
목종,Mokjong,20,상주,Sangju,#AD17F3,128.166729,36.412928,20,상주,Sangju,#AD17F3,128.166729,36.412928,1
목종,Mokjong,3,충주,Chungju,#7117F3,127.898682,36.985383,19,청주,Cheongju,#9C17F3,127.509353,36.652229,6
목종,Mokjong,3,충주,Chungju,#7117F3,127.898682,36.985383,4,황주,Hwangju,#69DE82,125.77577,38.669308,20
목종,Mokjong,3,충주,Chungju,#7117F3,127.898682,36.985383,2,나주,Naju,#F31735,126.718034,34.987771,2
목종,Mokjong,3,충주,Chungju,#7117F3,127.898682,36.985383,8,진주,Jinju,#F31764,128.081181,35.191929,4
목종,Mokjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,2,나주,Naju,#F31735,126.718034,34.987771,1
목종,Mokjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,8,진주,Jinju,#F31764,128.081181,35.191929,2
목종,Mokjong,3,충주,Chungju,#7117F3,127.898682,36.985383,5,경주,Gyeongju,#F32817,129.220572,35.833987,2
목종,Mokjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,5,경주,Gyeongju,#F32817,129.220572,35.833987,9
목종,Mokjong,3,충주,Chungju,#7117F3,127.898682,36.985383,1,정주,Jeongju,#70C459,125.206375,39.68846,12
목종,Mokjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,1,정주,Jeongju,#70C459,125.206375,39.68846,16
목종,Mokjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,21,선산,Seonsan,#F35D17,128.301303,36.262579,8
목종,Mokjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,21,선산,Seonsan,#F35D17,128.301303,36.262579,2
목종,Mokjong,1,정주,Jeongju,#70C459,125.206375,39.68846,21,선산,Seonsan,#F35D17,128.301303,36.262579,4
목종,Mokjong,21,선산,Seonsan,#F35D17,128.301303,36.262579,21,선산,Seonsan,#F35D17,128.301303,36.262579,1
목종,Mokjong,1,정주,Jeongju,#70C459,125.206375,39.68846,5,경주,Gyeongju,#F32817,129.220572,35.833987,7
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,1,정주,Jeongju,#70C459,125.206375,39.68846,48
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,1,정주,Jeongju,#70C459,125.206375,39.68846,6
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,2,나주,Naju,#F31735,126.718034,34.987771,11
현종,Hyeonjong,2,나주,Naju,#F31735,126.718034,34.987771,2,나주,Naju,#F31735,126.718034,34.987771,6
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,3,충주,Chungju,#7117F3,127.898682,36.985383,40
현종,Hyeonjong,3,충주,Chungju,#7117F3,127.898682,36.985383,3,충주,Chungju,#7117F3,127.898682,36.985383,6
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,4,황주,Hwangju,#69DE82,125.77577,38.669308,54
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,4,황주,Hwangju,#69DE82,125.77577,38.669308,13
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,5,경주,Gyeongju,#F32817,129.220572,35.833987,43
현종,Hyeonjong,5,경주,Gyeongju,#F32817,129.220572,35.833987,5,경주,Gyeongju,#F32817,129.220572,35.833987,10
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,6,명주,Myeongju,#DEC069,128.896978,37.788721,4
현종,Hyeonjong,6,명주,Myeongju,#DEC069,128.896978,37.788721,6,명주,Myeongju,#DEC069,128.896978,37.788721,2
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,7,평주,Pyeongju,#69DCDE,126.408036,38.329214,9
현종,Hyeonjong,7,평주,Pyeongju,#69DCDE,126.408036,38.329214,7,평주,Pyeongju,#69DCDE,126.408036,38.329214,10
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,8,진주,Jinju,#F31764,128.081181,35.191929,10
현종,Hyeonjong,8,진주,Jinju,#F31764,128.081181,35.191929,8,진주,Jinju,#F31764,128.081181,35.191929,4
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,9,홍주,Hongju,#7E17F3,126.654899,36.621606,2
현종,Hyeonjong,9,홍주,Hongju,#7E17F3,126.654899,36.621606,9,홍주,Hongju,#7E17F3,126.654899,36.621606,1
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,10,합주,Hapju,#F31788,128.10602,35.546972,2
현종,Hyeonjong,10,합주,Hapju,#F31788,128.10602,35.546972,10,합주,Hapju,#F31788,128.10602,35.546972,1
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,11,광주,Gwangju,#1732F3,127.271336,37.404627,6
현종,Hyeonjong,11,광주,Gwangju,#1732F3,127.271336,37.404627,11,광주,Gwangju,#1732F3,127.271336,37.404627,3
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,12,승주,Seungju,#F31746,127.400603,35.026826,7
현종,Hyeonjong,12,승주,Seungju,#F31746,127.400603,35.026826,12,승주,Seungju,#F31746,127.400603,35.026826,3
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,13,춘주,Chunju,#DECB69,127.754494,37.873067,2
현종,Hyeonjong,13,춘주,Chunju,#DECB69,127.754494,37.873067,13,춘주,Chunju,#DECB69,127.754494,37.873067,1
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,14,동주,Dongju,#69DEC2,126.16976,38.426495,3
현종,Hyeonjong,14,동주,Dongju,#69DEC2,126.16976,38.426495,14,동주,Dongju,#69DEC2,126.16976,38.426495,2
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,16,신주,Sinju,#69DEA7,125.48408,38.357103,2
현종,Hyeonjong,16,신주,Sinju,#69DEA7,125.48408,38.357103,16,신주,Sinju,#69DEA7,125.48408,38.357103,1
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,17,의성,Uiseong,#F33F17,128.64861,36.292603,3
현종,Hyeonjong,17,의성,Uiseong,#F33F17,128.64861,36.292603,17,의성,Uiseong,#F33F17,128.64861,36.292603,3
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,18,해평,Haepyeong,#F37417,128.419557,36.239348,2
현종,Hyeonjong,18,해평,Haepyeong,#F37417,128.419557,36.239348,18,해평,Haepyeong,#F37417,128.419557,36.239348,1
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,81
현종,Hyeonjong,2,나주,Naju,#F31735,126.718034,34.987771,8,진주,Jinju,#F31764,128.081181,35.191929,9
현종,Hyeonjong,2,나주,Naju,#F31735,126.718034,34.987771,11,광주,Gwangju,#1732F3,127.271336,37.404627,6
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,19,청주,Cheongju,#9C17F3,127.509353,36.652229,24
현종,Hyeonjong,2,나주,Naju,#F31735,126.718034,34.987771,19,청주,Cheongju,#9C17F3,127.509353,36.652229,9
현종,Hyeonjong,19,청주,Cheongju,#9C17F3,127.509353,36.652229,19,청주,Cheongju,#9C17F3,127.509353,36.652229,6
현종,Hyeonjong,2,나주,Naju,#F31735,126.718034,34.987771,5,경주,Gyeongju,#F32817,129.220572,35.833987,3
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,20,상주,Sangju,#AD17F3,128.166729,36.412928,4
현종,Hyeonjong,3,충주,Chungju,#7117F3,127.898682,36.985383,12,승주,Seungju,#F31746,127.400603,35.026826,6
현종,Hyeonjong,3,충주,Chungju,#7117F3,127.898682,36.985383,20,상주,Sangju,#AD17F3,128.166729,36.412928,4
현종,Hyeonjong,12,승주,Seungju,#F31746,127.400603,35.026826,20,상주,Sangju,#AD17F3,128.166729,36.412928,6
현종,Hyeonjong,20,상주,Sangju,#AD17F3,128.166729,36.412928,20,상주,Sangju,#AD17F3,128.166729,36.412928,1
현종,Hyeonjong,3,충주,Chungju,#7117F3,127.898682,36.985383,19,청주,Cheongju,#9C17F3,127.509353,36.652229,6
현종,Hyeonjong,3,충주,Chungju,#7117F3,127.898682,36.985383,4,황주,Hwangju,#69DE82,125.77577,38.669308,20
현종,Hyeonjong,3,충주,Chungju,#7117F3,127.898682,36.985383,2,나주,Naju,#F31735,126.718034,34.987771,2
현종,Hyeonjong,3,충주,Chungju,#7117F3,127.898682,36.985383,8,진주,Jinju,#F31764,128.081181,35.191929,4
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,2,나주,Naju,#F31735,126.718034,34.987771,1
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,8,진주,Jinju,#F31764,128.081181,35.191929,2
현종,Hyeonjong,3,충주,Chungju,#7117F3,127.898682,36.985383,5,경주,Gyeongju,#F32817,129.220572,35.833987,2
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,5,경주,Gyeongju,#F32817,129.220572,35.833987,13
현종,Hyeonjong,3,충주,Chungju,#7117F3,127.898682,36.985383,1,정주,Jeongju,#70C459,125.206375,39.68846,12
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,1,정주,Jeongju,#70C459,125.206375,39.68846,16
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,21,선산,Seonsan,#F35D17,128.301303,36.262579,14
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,21,선산,Seonsan,#F35D17,128.301303,36.262579,4
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,21,선산,Seonsan,#F35D17,128.301303,36.262579,4
현종,Hyeonjong,21,선산,Seonsan,#F35D17,128.301303,36.262579,21,선산,Seonsan,#F35D17,128.301303,36.262579,1
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,5,경주,Gyeongju,#F32817,129.220572,35.833987,9
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,22,안산,Ansan,#3517F3,126.823336,37.315094,28
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,22,안산,Ansan,#3517F3,126.823336,37.315094,7
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,22,안산,Ansan,#3517F3,126.823336,37.315094,7
현종,Hyeonjong,22,안산,Ansan,#3517F3,126.823336,37.315094,22,안산,Ansan,#3517F3,126.823336,37.315094,18
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,23,이천,Icheon,#4917F3,127.42989,37.275543,8
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,24,서천,Seocheon,#B06ECD,126.708324,36.085376,8
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,23,이천,Icheon,#4917F3,127.42989,37.275543,2
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,24,서천,Seocheon,#B06ECD,126.708324,36.085376,2
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,23,이천,Icheon,#4917F3,127.42989,37.275543,2
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,24,서천,Seocheon,#B06ECD,126.708324,36.085376,2
현종,Hyeonjong,23,이천,Icheon,#4917F3,127.42989,37.275543,23,이천,Icheon,#4917F3,127.42989,37.275543,1
현종,Hyeonjong,23,이천,Icheon,#4917F3,127.42989,37.275543,24,서천,Seocheon,#B06ECD,126.708324,36.085376,4
현종,Hyeonjong,24,서천,Seocheon,#B06ECD,126.708324,36.085376,24,서천,Seocheon,#B06ECD,126.708324,36.085376,1
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,19,청주,Cheongju,#9C17F3,127.509353,36.652229,3
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,19,청주,Cheongju,#9C17F3,127.509353,36.652229,3
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,25,양주,Yangju,#A2D6E2,127.105452,37.845503,8
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,25,양주,Yangju,#A2D6E2,127.105452,37.845503,2
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,25,양주,Yangju,#A2D6E2,127.105452,37.845503,2
현종,Hyeonjong,25,양주,Yangju,#A2D6E2,127.105452,37.845503,25,양주,Yangju,#A2D6E2,127.105452,37.845503,1
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,26,전주,Jeonju,#DE699E,127.145666,35.816365,8
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,26,전주,Jeonju,#DE699E,127.145666,35.816365,2
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,26,전주,Jeonju,#DE699E,127.145666,35.816365,2
현종,Hyeonjong,26,전주,Jeonju,#DE699E,127.145666,35.816365,26,전주,Jeonju,#DE699E,127.145666,35.816365,1
