measureType,king_kor,king_eng,city_ID,city_kor,city_eng,city_color,score,long,lat
closeness,성종,Seongjong,17,의성,Uiseong,#F33F17,1.50761,128.64861,36.292603
closeness,성종,Seongjong,18,해평,Haepyeong,#F37417,1.0001,128.419557,36.239348
closeness,성종,Seongjong,19,청주,Cheongju,#9C17F3,2.06962,127.509353,36.652229
closeness,성종,Seongjong,20,상주,Sangju,#AD17F3,1.03071,128.166729,36.412928
closeness,성종,Seongjong,21,선산,Seonsan,#F35D17,1.03071,128.301303,36.262579
closeness,성종,Seongjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
closeness,성종,Seongjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
closeness,성종,Seongjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
closeness,성종,Seongjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
closeness,성종,Seongjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
closeness,목종,Mokjong,0,개경,Gaegyeong,#17ADF3,7.5789,126.619833,37.952269
closeness,목종,Mokjong,1,정주,Jeongju,#70C459,3.6209,125.206375,39.68846
closeness,목종,Mokjong,2,나주,Naju,#F31735,2.08429,126.718034,34.987771
closeness,목종,Mokjong,3,충주,Chungju,#7117F3,2.5821,127.898682,36.985383
closeness,목종,Mokjong,4,황주,Hwangju,#69DE82,4.17287,125.77577,38.669308
closeness,목종,Mokjong,5,경주,Gyeongju,#F32817,6.90025,129.220572,35.833987
closeness,목종,Mokjong,6,명주,Myeongju,#DEC069,1.96279,128.896978,37.788721
closeness,목종,Mokjong,7,평주,Pyeongju,#69DCDE,4.44184,126.408036,38.329214
closeness,목종,Mokjong,8,진주,Jinju,#F31764,2.5287,128.081181,35.191929
closeness,목종,Mokjong,9,홍주,Hongju,#7E17F3,0.9814,126.654899,36.621606
closeness,목종,Mokjong,10,합주,Hapju,#F31788,0.9814,128.10602,35.546972
closeness,목종,Mokjong,11,광주,Gwangju,#1732F3,1.98629,127.271336,37.404627
closeness,목종,Mokjong,12,승주,Seungju,#F31746,2.00286,127.400603,35.026826
closeness,목종,Mokjong,13,춘주,Chunju,#DECB69,0.9814,127.754494,37.873067
closeness,목종,Mokjong,14,동주,Dongju,#69DEC2,1.4744,126.16976,38.426495
closeness,목종,Mokjong,15,불명,unknown,#AAACB9,2.48942,0,0
closeness,목종,Mokjong,16,신주,Sinju,#69DEA7,0.9814,125.48408,38.357103
closeness,목종,Mokjong,17,의성,Uiseong,#F33F17,1.479,128.64861,36.292603
closeness,목종,Mokjong,18,해평,Haepyeong,#F37417,0.9814,128.419557,36.239348
closeness,목종,Mokjong,19,청주,Cheongju,#9C17F3,2.02696,127.509353,36.652229
closeness,목종,Mokjong,20,상주,Sangju,#AD17F3,1.00971,128.166729,36.412928
closeness,목종,Mokjong,21,선산,Seonsan,#F35D17,1.0295,128.301303,36.262579
closeness,목종,Mokjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
closeness,목종,Mokjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
closeness,목종,Mokjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
closeness,목종,Mokjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
closeness,목종,Mokjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
closeness,현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,11.34096,126.619833,37.952269
closeness,현종,Hyeonjong,1,정주,Jeongju,#70C459,3.66511,125.206375,39.68846
closeness,현종,Hyeonjong,2,나주,Naju,#F31735,2.06451,126.718034,34.987771
closeness,현종,Hyeonjong,3,충주,Chungju,#7117F3,2.55474,127.898682,36.985383
closeness,현종,Hyeonjong,4,황주,Hwangju,#69DE82,4.20939,125.77577,38.669308
closeness,현종,Hyeonjong,5,경주,Gyeongju,#F32817,7.95158,129.220572,35.833987
closeness,현종,Hyeonjong,6,명주,Myeongju,#DEC069,1.97091,128.896978,37.788721
closeness,현종,Hyeonjong,7,평주,Pyeongju,#69DCDE,4.45453,126.408036,38.329214
closeness,현종,Hyeonjong,8,진주,Jinju,#F31764,2.52188,128.081181,35.191929
closeness,현종,Hyeonjong,9,홍주,Hongju,#7E17F3,0.98545,126.654899,36.621606
closeness,현종,Hyeonjong,10,합주,Hapju,#F31788,0.98545,128.10602,35.546972
closeness,현종,Hyeonjong,11,광주,Gwangju,#1732F3,1.98924,127.271336,37.404627
closeness,현종,Hyeonjong,12,승주,Seungju,#F31746,2.00214,127.400603,35.026826
closeness,현종,Hyeonjong,13,춘주,Chunju,#DECB69,0.98545,127.754494,37.873067
closeness,현종,Hyeonjong,14,동주,Dongju,#69DEC2,1.47999,126.16976,38.426495
closeness,현종,Hyeonjong,15,불명,unknown,#AAACB9,4.02576,0,0
closeness,현종,Hyeonjong,16,신주,Sinju,#69DEA7,0.98545,125.48408,38.357103
closeness,현종,Hyeonjong,17,의성,Uiseong,#F33F17,1.4836,128.64861,36.292603
closeness,현종,Hyeonjong,18,해평,Haepyeong,#F37417,0.98545,128.419557,36.239348
closeness,현종,Hyeonjong,19,청주,Cheongju,#9C17F3,3.55116,127.509353,36.652229
closeness,현종,Hyeonjong,20,상주,Sangju,#AD17F3,1.00752,128.166729,36.412928
closeness,현종,Hyeonjong,21,선산,Seonsan,#F35D17,1.03852,128.301303,36.262579
closeness,현종,Hyeonjong,22,안산,Ansan,#3517F3,3.62292,126.823336,37.315094
closeness,현종,Hyeonjong,23,이천,Icheon,#4917F3,1.03059,127.42989,37.275543
closeness,현종,Hyeonjong,24,서천,Seocheon,#B06ECD,1.03059,126.708324,36.085376
closeness,현종,Hyeonjong,25,양주,Yangju,#A2D6E2,1.01892,127.105452,37.845503
closeness,현종,Hyeonjong,26,전주,Jeonju,#DE699E,1.01892,127.145666,35.816365
betweenness,태조,Taejo,0,개경,Gaegyeong,#17ADF3,0.93989,126.619833,37.952269
betweenness,태조,Taejo,1,정주,Jeongju,#70C459,0.0,125.206375,39.68846
betweenness,태조,Taejo,2,나주,Naju,#F31735,0.0,126.718034,34.987771
betweenness,태조,Taejo,3,충주,Chungju,#7117F3,0.0,127.898682,36.985383
betweenness,태조,Taejo,4,황주,Hwangju,#69DE82,0.0,125.77577,38.669308
betweenness,태조,Taejo,5,경주,Gyeongju,#F32817,0.0,129.220572,35.833987
betweenness,태조,Taejo,6,명주,Myeongju,#DEC069,0.0,128.896978,37.788721
betweenness,태조,Taejo,7,평주,Pyeongju,#69DCDE,0.00328,126.408036,38.329214
betweenness,태조,Taejo,8,진주,Jinju,#F31764,0.0,128.081181,35.191929
betweenness,태조,Taejo,9,홍주,Hongju,#7E17F3,0.0,126.654899,36.621606
betweenness,태조,Taejo,10,합주,Hapju,#F31788,0.0,128.10602,35.546972
betweenness,태조,Taejo,11,광주,Gwangju,#1732F3,0.00027,127.271336,37.404627
betweenness,태조,Taejo,12,승주,Seungju,#F31746,0.0,127.400603,35.026826
betweenness,태조,Taejo,13,춘주,Chunju,#DECB69,0.0,127.754494,37.873067
betweenness,태조,Taejo,14,동주,Dongju,#69DEC2,0.00027,126.16976,38.426495
betweenness,태조,Taejo,15,불명,unknown,#AAACB9,0.0,0,0
betweenness,태조,Taejo,16,신주,Sinju,#69DEA7,0.0,125.48408,38.357103
betweenness,태조,Taejo,17,의성,Uiseong,#F33F17,0.0,128.64861,36.292603
betweenness,태조,Taejo,18,해평,Haepyeong,#F37417,0.0,128.419557,36.239348
betweenness,태조,Taejo,19,청주,Cheongju,#9C17F3,0,127.509353,36.652229
betweenness,태조,Taejo,20,상주,Sangju,#AD17F3,0,128.166729,36.412928
betweenness,태조,Taejo,21,선산,Seonsan,#F35D17,0,128.301303,36.262579
betweenness,태조,Taejo,22,안산,Ansan,#3517F3,0,126.823336,37.315094
betweenness,태조,Taejo,23,이천,Icheon,#4917F3,0,127.42989,37.275543
betweenness,태조,Taejo,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
betweenness,태조,Taejo,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
betweenness,태조,Taejo,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
betweenness,혜종,Hyejong,0,개경,Gaegyeong,#17ADF3,0.91692,126.619833,37.952269
betweenness,혜종,Hyejong,1,정주,Jeongju,#70C459,0.0,125.206375,39.68846
betweenness,혜종,Hyejong,2,나주,Naju,#F31735,0.01225,126.718034,34.987771
betweenness,혜종,Hyejong,3,충주,Chungju,#7117F3,0.0,127.898682,36.985383
betweenness,혜종,Hyejong,4,황주,Hwangju,#69DE82,0.0,125.77577,38.669308
betweenness,혜종,Hyejong,5,경주,Gyeongju,#F32817,0.0,129.220572,35.833987
betweenness,혜종,Hyejong,6,명주,Myeongju,#DEC069,0.0,128.896978,37.788721
betweenness,혜종,Hyejong,7,평주,Pyeongju,#69DCDE,0.00241,126.408036,38.329214
betweenness,혜종,Hyejong,8,진주,Jinju,#F31764,0.0,128.081181,35.191929
betweenness,혜종,Hyejong,9,홍주,Hongju,#7E17F3,0.0,126.654899,36.621606
betweenness,혜종,Hyejong,10,합주,Hapju,#F31788,0.0,128.10602,35.546972
betweenness,혜종,Hyejong,11,광주,Gwangju,#1732F3,0.00221,127.271336,37.404627
betweenness,혜종,Hyejong,12,승주,Seungju,#F31746,0.0,127.400603,35.026826
betweenness,혜종,Hyejong,13,춘주,Chunju,#DECB69,0.0,127.754494,37.873067
betweenness,혜종,Hyejong,14,동주,Dongju,#69DEC2,0.0002,126.16976,38.426495
betweenness,혜종,Hyejong,15,불명,unknown,#AAACB9,0.0,0,0
betweenness,혜종,Hyejong,16,신주,Sinju,#69DEA7,0.0,125.48408,38.357103
betweenness,혜종,Hyejong,17,의성,Uiseong,#F33F17,0.0,128.64861,36.292603
betweenness,혜종,Hyejong,18,해평,Haepyeong,#F37417,0.0,128.419557,36.239348
betweenness,혜종,Hyejong,19,청주,Cheongju,#9C17F3,0.0,127.509353,36.652229
betweenness,혜종,Hyejong,20,상주,Sangju,#AD17F3,0,128.166729,36.412928
betweenness,혜종,Hyejong,21,선산,Seonsan,#F35D17,0,128.301303,36.262579
betweenness,혜종,Hyejong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
betweenness,혜종,Hyejong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
betweenness,혜종,Hyejong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
betweenness,혜종,Hyejong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
betweenness,혜종,Hyejong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
betweenness,정종,Jeongjong,0,개경,Gaegyeong,#17ADF3,0.90619,126.619833,37.952269
betweenness,정종,Jeongjong,1,정주,Jeongju,#70C459,0.0,125.206375,39.68846
betweenness,정종,Jeongjong,2,나주,Naju,#F31735,0.01041,126.718034,34.987771
betweenness,정종,Jeongjong,3,충주,Chungju,#7117F3,0.00266,127.898682,36.985383
betweenness,정종,Jeongjong,4,황주,Hwangju,#69DE82,0.0,125.77577,38.669308
betweenness,정종,Jeongjong,5,경주,Gyeongju,#F32817,0.0,129.220572,35.833987
betweenness,정종,Jeongjong,6,명주,Myeongju,#DEC069,0.0,128.896978,37.788721
betweenness,정종,Jeongjong,7,평주,Pyeongju,#69DCDE,0.00205,126.408036,38.329214
betweenness,정종,Jeongjong,8,진주,Jinju,#F31764,0.0,128.081181,35.191929
betweenness,정종,Jeongjong,9,홍주,Hongju,#7E17F3,0.0,126.654899,36.621606
betweenness,정종,Jeongjong,10,합주,Hapju,#F31788,0.0,128.10602,35.546972
betweenness,정종,Jeongjong,11,광주,Gwangju,#1732F3,0.00188,127.271336,37.404627
betweenness,정종,Jeongjong,12,승주,Seungju,#F31746,0.00124,127.400603,35.026826
betweenness,정종,Jeongjong,13,춘주,Chunju,#DECB69,0.0,127.754494,37.873067
betweenness,정종,Jeongjong,14,동주,Dongju,#69DEC2,0.00017,126.16976,38.426495
betweenness,정종,Jeongjong,15,불명,unknown,#AAACB9,0.0,0,0
betweenness,정종,Jeongjong,16,신주,Sinju,#69DEA7,0.0,125.48408,38.357103
betweenness,정종,Jeongjong,17,의성,Uiseong,#F33F17,0.0,128.64861,36.292603
betweenness,정종,Jeongjong,18,해평,Haepyeong,#F37417,0.0,128.419557,36.239348
betweenness,정종,Jeongjong,19,청주,Cheongju,#9C17F3,0.00456,127.509353,36.652229
betweenness,정종,Jeongjong,20,상주,Sangju,#AD17F3,0.0001,128.166729,36.412928
betweenness,정종,Jeongjong,21,선산,Seonsan,#F35D17,0,128.301303,36.262579
betweenness,정종,Jeongjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
betweenness,정종,Jeongjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
betweenness,정종,Jeongjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
betweenness,정종,Jeongjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
betweenness,정종,Jeongjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
betweenness,광종,Gwangjong,0,개경,Gaegyeong,#17ADF3,0.88367,126.619833,37.952269
betweenness,광종,Gwangjong,1,정주,Jeongju,#70C459,0.0,125.206375,39.68846
betweenness,광종,Gwangjong,2,나주,Naju,#F31735,0.0127,126.718034,34.987771
betweenness,광종,Gwangjong,3,충주,Chungju,#7117F3,0.01974,127.898682,36.985383
betweenness,광종,Gwangjong,4,황주,Hwangju,#69DE82,0.00062,125.77577,38.669308
betweenness,광종,Gwangjong,5,경주,Gyeongju,#F32817,0.0,129.220572,35.833987
betweenness,광종,Gwangjong,6,명주,Myeongju,#DEC069,0.0,128.896978,37.788721
betweenness,광종,Gwangjong,7,평주,Pyeongju,#69DCDE,0.00185,126.408036,38.329214
betweenness,광종,Gwangjong,8,진주,Jinju,#F31764,0.00134,128.081181,35.191929
betweenness,광종,Gwangjong,9,홍주,Hongju,#7E17F3,0.0,126.654899,36.621606
betweenness,광종,Gwangjong,10,합주,Hapju,#F31788,0.0,128.10602,35.546972
betweenness,광종,Gwangjong,11,광주,Gwangju,#1732F3,0.0017,127.271336,37.404627
betweenness,광종,Gwangjong,12,승주,Seungju,#F31746,0.00112,127.400603,35.026826
betweenness,광종,Gwangjong,13,춘주,Chunju,#DECB69,0.0,127.754494,37.873067
betweenness,광종,Gwangjong,14,동주,Dongju,#69DEC2,0.00015,126.16976,38.426495
betweenness,광종,Gwangjong,15,불명,unknown,#AAACB9,0.0,0,0
betweenness,광종,Gwangjong,16,신주,Sinju,#69DEA7,0.0,125.48408,38.357103
betweenness,광종,Gwangjong,17,의성,Uiseong,#F33F17,0.0,128.64861,36.292603
betweenness,광종,Gwangjong,18,해평,Haepyeong,#F37417,0.0,128.419557,36.239348
betweenness,광종,Gwangjong,19,청주,Cheongju,#9C17F3,0.00233,127.509353,36.652229
betweenness,광종,Gwangjong,20,상주,Sangju,#AD17F3,9e-05,128.166729,36.412928
betweenness,광종,Gwangjong,21,선산,Seonsan,#F35D17,0,128.301303,36.262579
betweenness,광종,Gwangjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
betweenness,광종,Gwangjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
betweenness,광종,Gwangjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
betweenness,광종,Gwangjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
betweenness,광종,Gwangjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
betweenness,경종,Gyeongjong,0,개경,Gaegyeong,#17ADF3,0.85525,126.619833,37.952269
betweenness,경종,Gyeongjong,1,정주,Jeongju,#70C459,0.00279,125.206375,39.68846
betweenness,경종,Gyeongjong,2,나주,Naju,#F31735,0.00921,126.718034,34.987771
betweenness,경종,Gyeongjong,3,충주,Chungju,#7117F3,0.03915,127.898682,36.985383
betweenness,경종,Gyeongjong,4,황주,Hwangju,#69DE82,0.0081,125.77577,38.669308
betweenness,경종,Gyeongjong,5,경주,Gyeongju,#F32817,0.0,129.220572,35.833987
betweenness,경종,Gyeongjong,6,명주,Myeongju,#DEC069,0.0,128.896978,37.788721
betweenness,경종,Gyeongjong,7,평주,Pyeongju,#69DCDE,0.00134,126.408036,38.329214
betweenness,경종,Gyeongjong,8,진주,Jinju,#F31764,0.00097,128.081181,35.191929
betweenness,경종,Gyeongjong,9,홍주,Hongju,#7E17F3,0.0,126.654899,36.621606
betweenness,경종,Gyeongjong,10,합주,Hapju,#F31788,0.0,128.10602,35.546972
betweenness,경종,Gyeongjong,11,광주,Gwangju,#1732F3,0.00123,127.271336,37.404627
betweenness,경종,Gyeongjong,12,승주,Seungju,#F31746,0.00082,127.400603,35.026826
betweenness,경종,Gyeongjong,13,춘주,Chunju,#DECB69,0.0,127.754494,37.873067
betweenness,경종,Gyeongjong,14,동주,Dongju,#69DEC2,0.00011,126.16976,38.426495
betweenness,경종,Gyeongjong,15,불명,unknown,#AAACB9,0.0,0,0
betweenness,경종,Gyeongjong,16,신주,Sinju,#69DEA7,0.0,125.48408,38.357103
betweenness,경종,Gyeongjong,17,의성,Uiseong,#F33F17,0.0,128.64861,36.292603
betweenness,경종,Gyeongjong,18,해평,Haepyeong,#F37417,0.0,128.419557,36.239348
betweenness,경종,Gyeongjong,19,청주,Cheongju,#9C17F3,0.00169,127.509353,36.652229
betweenness,경종,Gyeongjong,20,상주,Sangju,#AD17F3,6e-05,128.166729,36.412928
betweenness,경종,Gyeongjong,21,선산,Seonsan,#F35D17,0,128.301303,36.262579
betweenness,경종,Gyeongjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
betweenness,경종,Gyeongjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
betweenness,경종,Gyeongjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
betweenness,경종,Gyeongjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
betweenness,경종,Gyeongjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
betweenness,성종,Seongjong,0,개경,Gaegyeong,#17ADF3,0.84653,126.619833,37.952269
betweenness,성종,Seongjong,1,정주,Jeongju,#70C459,0.00954,125.206375,39.68846
betweenness,성종,Seongjong,2,나주,Naju,#F31735,0.00783,126.718034,34.987771
betweenness,성종,Seongjong,3,충주,Chungju,#7117F3,0.03658,127.898682,36.985383
betweenness,성종,Seongjong,4,황주,Hwangju,#69DE82,0.0156,125.77577,38.669308
betweenness,성종,Seongjong,5,경주,Gyeongju,#F32817,0.0,129.220572,35.833987
betweenness,성종,Seongjong,6,명주,Myeongju,#DEC069,0.0,128.896978,37.788721
betweenness,성종,Seongjong,7,평주,Pyeongju,#69DCDE,0.00114,126.408036,38.329214
betweenness,성종,Seongjong,8,진주,Jinju,#F31764,0.00083,128.081181,35.191929
betweenness,성종,Seongjong,9,홍주,Hongju,#7E17F3,0.0,126.654899,36.621606
betweenness,성종,Seongjong,10,합주,Hapju,#F31788,0.0,128.10602,35.546972
betweenness,성종,Seongjong,11,광주,Gwangju,#1732F3,0.00105,127.271336,37.404627
betweenness,성종,Seongjong,12,승주,Seungju,#F31746,0.00069,127.400603,35.026826
betweenness,성종,Seongjong,13,춘주,Chunju,#DECB69,0.0,127.754494,37.873067
betweenness,성종,Seongjong,14,동주,Dongju,#69DEC2,0.0001,126.16976,38.426495
betweenness,성종,Seongjong,15,불명,unknown,#AAACB9,0.0,0,0
betweenness,성종,Seongjong,16,신주,Sinju,#69DEA7,0.0,125.48408,38.357103
betweenness,성종,Seongjong,17,의성,Uiseong,#F33F17,0.0,128.64861,36.292603
betweenness,성종,Seongjong,18,해평,Haepyeong,#F37417,0.0,128.419557,36.239348
betweenness,성종,Seongjong,19,청주,Cheongju,#9C17F3,0.00144,127.509353,36.652229
betweenness,성종,Seongjong,20,상주,Sangju,#AD17F3,5e-05,128.166729,36.412928
betweenness,성종,Seongjong,21,선산,Seonsan,#F35D17,0.0,128.301303,36.262579
betweenness,성종,Seongjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
betweenness,성종,Seongjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
betweenness,성종,Seongjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
betweenness,성종,Seongjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
betweenness,성종,Seongjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
betweenness,목종,Mokjong,0,개경,Gaegyeong,#17ADF3,0.86244,126.619833,37.952269
betweenness,목종,Mokjong,1,정주,Jeongju,#70C459,0.01871,125.206375,39.68846
betweenness,목종,Mokjong,2,나주,Naju,#F31735,0.00803,126.718034,34.987771
betweenness,목종,Mokjong,3,충주,Chungju,#7117F3,0.04259,127.898682,36.985383
betweenness,목종,Mokjong,4,황주,Hwangju,#69DE82,0.03225,125.77577,38.669308
betweenness,목종,Mokjong,5,경주,Gyeongju,#F32817,0.0,129.220572,35.833987
betweenness,목종,Mokjong,6,명주,Myeongju,#DEC069,0.0,128.896978,37.788721
betweenness,목종,Mokjong,7,평주,Pyeongju,#69DCDE,0.00106,126.408036,38.329214
betweenness,목종,Mokjong,8,진주,Jinju,#F31764,0.00116,128.081181,35.191929
betweenness,목종,Mokjong,9,홍주,Hongju,#7E17F3,0.0,126.654899,36.621606
betweenness,목종,Mokjong,10,합주,Hapju,#F31788,0.0,128.10602,35.546972
betweenness,목종,Mokjong,11,광주,Gwangju,#1732F3,0.00097,127.271336,37.404627
betweenness,목종,Mokjong,12,승주,Seungju,#F31746,0.00064,127.400603,35.026826
betweenness,목종,Mokjong,13,춘주,Chunju,#DECB69,0.0,127.754494,37.873067
betweenness,목종,Mokjong,14,동주,Dongju,#69DEC2,9e-05,126.16976,38.426495
betweenness,목종,Mokjong,15,불명,unknown,#AAACB9,0.0,0,0
betweenness,목종,Mokjong,16,신주,Sinju,#69DEA7,0.0,125.48408,38.357103
betweenness,목종,Mokjong,17,의성,Uiseong,#F33F17,0.0,128.64861,36.292603
betweenness,목종,Mokjong,18,해평,Haepyeong,#F37417,0.0,128.419557,36.239348
betweenness,목종,Mokjong,19,청주,Cheongju,#9C17F3,0.00133,127.509353,36.652229
betweenness,목종,Mokjong,20,상주,Sangju,#AD17F3,5e-05,128.166729,36.412928
betweenness,목종,Mokjong,21,선산,Seonsan,#F35D17,0.0,128.301303,36.262579
betweenness,목종,Mokjong,22,안산,Ansan,#3517F3,0,126.823336,37.315094
betweenness,목종,Mokjong,23,이천,Icheon,#4917F3,0,127.42989,37.275543
betweenness,목종,Mokjong,24,서천,Seocheon,#B06ECD,0,126.708324,36.085376
betweenness,목종,Mokjong,25,양주,Yangju,#A2D6E2,0,127.105452,37.845503
betweenness,목종,Mokjong,26,전주,Jeonju,#DE699E,0,127.145666,35.816365
betweenness,현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,0.85386,126.619833,37.952269
betweenness,현종,Hyeonjong,1,정주,Jeongju,#70C459,0.03473,125.206375,39.68846
betweenness,현종,Hyeonjong,2,나주,Naju,#F31735,0.00489,126.718034,34.987771
betweenness,현종,Hyeonjong,3,충주,Chungju,#7117F3,0.02591,127.898682,36.985383
betweenness,현종,Hyeonjong,4,황주,Hwangju,#69DE82,0.03288,125.77577,38.669308
betweenness,현종,Hyeonjong,5,경주,Gyeongju,#F32817,0.00029,129.220572,35.833987
betweenness,현종,Hyeonjong,6,명주,Myeongju,#DEC069,0.0,128.896978,37.788721
betweenness,현종,Hyeonjong,7,평주,Pyeongju,#69DCDE,0.00064,126.408036,38.329214
betweenness,현종,Hyeonjong,8,진주,Jinju,#F31764,0.00071,128.081181,35.191929
betweenness,현종,Hyeonjong,9,홍주,Hongju,#7E17F3,0.0,126.654899,36.621606
betweenness,현종,Hyeonjong,10,합주,Hapju,#F31788,0.0,128.10602,35.546972
betweenness,현종,Hyeonjong,11,광주,Gwangju,#1732F3,0.00059,127.271336,37.404627
betweenness,현종,Hyeonjong,12,승주,Seungju,#F31746,0.00039,127.400603,35.026826
betweenness,현종,Hyeonjong,13,춘주,Chunju,#DECB69,0.0,127.754494,37.873067
betweenness,현종,Hyeonjong,14,동주,Dongju,#69DEC2,5e-05,126.16976,38.426495
betweenness,현종,Hyeonjong,15,불명,unknown,#AAACB9,0.0,0,0
betweenness,현종,Hyeonjong,16,신주,Sinju,#69DEA7,0.0,125.48408,38.357103
betweenness,현종,Hyeonjong,17,의성,Uiseong,#F33F17,0.0,128.64861,36.292603
betweenness,현종,Hyeonjong,18,해평,Haepyeong,#F37417,0.0,128.419557,36.239348
betweenness,현종,Hyeonjong,19,청주,Cheongju,#9C17F3,0.00081,127.509353,36.652229
betweenness,현종,Hyeonjong,20,상주,Sangju,#AD17F3,3e-05,128.166729,36.412928
betweenness,현종,Hyeonjong,21,선산,Seonsan,#F35D17,0.00029,128.301303,36.262579
betweenness,현종,Hyeonjong,22,안산,Ansan,#3517F3,0.00013,126.823336,37.315094
betweenness,현종,Hyeonjong,23,이천,Icheon,#4917F3,0.0,127.42989,37.275543
betweenness,현종,Hyeonjong,24,서천,Seocheon,#B06ECD,0.0,126.708324,36.085376
betweenness,현종,Hyeonjong,25,양주,Yangju,#A2D6E2,0.0,127.105452,37.845503
betweenness,현종,Hyeonjong,26,전주,Jeonju,#DE699E,0.0,127.145666,35.816365
